Complexity metrics,星期日, 29 十一月 2015 12:47:30 CST
Method,eV(g),iV(g),V'(g),V(g)
"org.broadleafcommerce.profile.core.domain.AddressImpl.setStateProvinceRegion(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setStreet(boolean)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setTokenizedAddress(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setVerificationLevel(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.AddressImpl.setZipFour(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.ChallengeQuestionImpl.equals(Object)",8,3,9,8
"org.broadleafcommerce.profile.core.domain.ChallengeQuestionImpl.getId()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.ChallengeQuestionImpl.getQuestion()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.ChallengeQuestionImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.ChallengeQuestionImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.ChallengeQuestionImpl.setQuestion(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.ChallengeQuestionImpl.toString()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountryImpl.equals(Object)",10,3,10,10
"org.broadleafcommerce.profile.core.domain.CountryImpl.getAbbreviation()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountryImpl.getMainEntityName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountryImpl.getName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountryImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountryImpl.setAbbreviation(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountryImpl.setName(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountrySubdivisionCategoryImpl.getId()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountrySubdivisionCategoryImpl.getMainEntityName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountrySubdivisionCategoryImpl.getName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountrySubdivisionCategoryImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountrySubdivisionCategoryImpl.setName(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountrySubdivisionImpl.getAbbreviation()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountrySubdivisionImpl.getAlternateAbbreviation()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountrySubdivisionImpl.getCategory()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountrySubdivisionImpl.getCountry()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountrySubdivisionImpl.getMainEntityName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountrySubdivisionImpl.getName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountrySubdivisionImpl.setAbbreviation(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountrySubdivisionImpl.setAlternateAbbreviation(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountrySubdivisionImpl.setCategory(CountrySubdivisionCategory)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountrySubdivisionImpl.setCountry(Country)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CountrySubdivisionImpl.setName(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAddressImpl.createOrRetrieveCopyInstance(MultiTenantCopyContext)",2,1,2,2
"org.broadleafcommerce.profile.core.domain.CustomerAddressImpl.equals(Object)",14,5,15,14
"org.broadleafcommerce.profile.core.domain.CustomerAddressImpl.getAddress()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAddressImpl.getAddressName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAddressImpl.getArchived()",1,1,2,2
"org.broadleafcommerce.profile.core.domain.CustomerAddressImpl.getCustomer()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAddressImpl.getId()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAddressImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAddressImpl.isActive()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAddressImpl.setAddress(Address)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAddressImpl.setAddressName(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAddressImpl.setArchived(Character)",1,1,2,2
"org.broadleafcommerce.profile.core.domain.CustomerAddressImpl.setCustomer(Customer)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAddressImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAddressImpl.toString()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAttributeImpl.createOrRetrieveCopyInstance(MultiTenantCopyContext)",2,1,2,2
"org.broadleafcommerce.profile.core.domain.CustomerAttributeImpl.equals(Object)",14,5,15,14
"org.broadleafcommerce.profile.core.domain.CustomerAttributeImpl.getCustomer()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAttributeImpl.getId()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAttributeImpl.getName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAttributeImpl.getValue()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAttributeImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAttributeImpl.setCustomer(Customer)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAttributeImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAttributeImpl.setName(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAttributeImpl.setValue(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerAttributeImpl.toString()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerForgotPasswordSecurityTokenImpl.equals(Object)",5,1,5,5
"org.broadleafcommerce.profile.core.domain.CustomerForgotPasswordSecurityTokenImpl.getCreateDate()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerForgotPasswordSecurityTokenImpl.getCustomerId()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerForgotPasswordSecurityTokenImpl.getToken()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerForgotPasswordSecurityTokenImpl.getTokenUsedDate()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerForgotPasswordSecurityTokenImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerForgotPasswordSecurityTokenImpl.isTokenUsedFlag()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerForgotPasswordSecurityTokenImpl.setCreateDate(Date)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerForgotPasswordSecurityTokenImpl.setCustomerId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerForgotPasswordSecurityTokenImpl.setToken(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerForgotPasswordSecurityTokenImpl.setTokenUsedDate(Date)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerForgotPasswordSecurityTokenImpl.setTokenUsedFlag(boolean)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.createOrRetrieveCopyInstance(MultiTenantCopyContext)",2,5,6,6
"org.broadleafcommerce.profile.core.domain.CustomerImpl.equals(Object)",8,3,9,8
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getAuditable()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getChallengeAnswer()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getChallengeQuestion()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getCustomerAddresses()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getCustomerAttributes()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getCustomerLocale()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getCustomerPayments()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getCustomerPhones()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getEmailAddress()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getFirstName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getId()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getLastName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getMainEntityName()",2,2,3,2
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getPassword()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getPreview()",1,1,2,2
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getTaxExemptionCode()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getTransientProperties()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getUnencodedChallengeAnswer()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getUnencodedPassword()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.getUsername()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.isAnonymous()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.isCookied()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.isDeactivated()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.isLoggedIn()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.isPasswordChangeRequired()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.isReceiveEmail()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.isRegistered()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.isTaxExempt()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setAnonymous(boolean)",1,1,2,2
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setAuditable(Auditable)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setChallengeAnswer(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setChallengeQuestion(ChallengeQuestion)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setCookied(boolean)",1,1,2,2
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setCustomerAddresses(List<CustomerAddress>)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setCustomerAttributes(Map<String, CustomerAttribute>)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setCustomerLocale(Locale)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setCustomerPayments(List<CustomerPayment>)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setCustomerPhones(List<CustomerPhone>)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setDeactivated(boolean)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setEmailAddress(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setFirstName(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setLastName(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setLoggedIn(boolean)",1,1,2,2
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setPassword(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setPasswordChangeRequired(boolean)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setPreview(Boolean)",1,1,2,2
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setReceiveEmail(boolean)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setRegistered(boolean)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setTaxExemptionCode(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setUnencodedChallengeAnswer(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setUnencodedPassword(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerImpl.setUsername(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPaymentImpl.createOrRetrieveCopyInstance(MultiTenantCopyContext)",2,2,3,3
"org.broadleafcommerce.profile.core.domain.CustomerPaymentImpl.getAdditionalFields()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPaymentImpl.getBillingAddress()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPaymentImpl.getCustomer()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPaymentImpl.getId()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPaymentImpl.getPaymentToken()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPaymentImpl.isDefault()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPaymentImpl.setAdditionalFields(Map<String, String>)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPaymentImpl.setBillingAddress(Address)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPaymentImpl.setCustomer(Customer)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPaymentImpl.setDefault(boolean)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPaymentImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPaymentImpl.setPaymentToken(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPersistedEntityListener.customerUpdated(Object)",2,3,3,3
"org.broadleafcommerce.profile.core.domain.CustomerPersistedEvent.CustomerPersistedEvent(Customer)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPersistedEvent.getCustomer()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPhoneImpl.createOrRetrieveCopyInstance(MultiTenantCopyContext)",2,1,2,2
"org.broadleafcommerce.profile.core.domain.CustomerPhoneImpl.equals(Object)",14,5,15,14
"org.broadleafcommerce.profile.core.domain.CustomerPhoneImpl.getCustomer()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPhoneImpl.getId()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPhoneImpl.getPhone()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPhoneImpl.getPhoneName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPhoneImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPhoneImpl.setCustomer(Customer)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPhoneImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPhoneImpl.setPhone(Phone)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerPhoneImpl.setPhoneName(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerRoleImpl.equals(Object)",11,4,12,11
"org.broadleafcommerce.profile.core.domain.CustomerRoleImpl.getCustomer()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerRoleImpl.getId()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerRoleImpl.getRole()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerRoleImpl.getRoleName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerRoleImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerRoleImpl.setCustomer(Customer)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerRoleImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.CustomerRoleImpl.setRole(Role)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.IdGenerationImpl.equals(Object)",22,7,22,22
"org.broadleafcommerce.profile.core.domain.IdGenerationImpl.getBatchSize()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.IdGenerationImpl.getBatchStart()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.IdGenerationImpl.getBegin()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.IdGenerationImpl.getEnd()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.IdGenerationImpl.getType()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.IdGenerationImpl.getVersion()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.IdGenerationImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.IdGenerationImpl.setBatchSize(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.IdGenerationImpl.setBatchStart(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.IdGenerationImpl.setBegin(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.IdGenerationImpl.setEnd(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.IdGenerationImpl.setType(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.PhoneImpl.equals(Object)",16,5,17,16
"org.broadleafcommerce.profile.core.domain.PhoneImpl.getCountryCode()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.PhoneImpl.getExtension()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.PhoneImpl.getId()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.PhoneImpl.getPhoneNumber()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.PhoneImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.PhoneImpl.isActive()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.PhoneImpl.isDefault()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.PhoneImpl.setActive(boolean)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.PhoneImpl.setCountryCode(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.PhoneImpl.setDefault(boolean)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.PhoneImpl.setExtension(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.PhoneImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.PhoneImpl.setPhoneNumber(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.RoleImpl.equals(Object)",8,3,9,8
"org.broadleafcommerce.profile.core.domain.RoleImpl.getId()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.RoleImpl.getRoleName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.RoleImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.RoleImpl.setId(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.RoleImpl.setRoleName(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.StateImpl.equals(Object)",13,4,13,13
"org.broadleafcommerce.profile.core.domain.StateImpl.getAbbreviation()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.StateImpl.getCountry()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.StateImpl.getName()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.StateImpl.hashCode()",1,1,1,1
"org.broadleafcommerce.profile.core.domain.StateImpl.setAbbreviation(String)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.StateImpl.setCountry(Country)",1,1,1,1
"org.broadleafcommerce.profile.core.domain.StateImpl.setName(String)",1,1,1,1
"org.broadleafcommerce.profile.core.service.AddressServiceImpl.create()",1,1,1,1
"org.broadleafcommerce.profile.core.service.AddressServiceImpl.delete(Address)",1,1,1,1
"org.broadleafcommerce.profile.core.service.AddressServiceImpl.readAddressById(Long)",1,1,1,1
"org.broadleafcommerce.profile.core.service.AddressServiceImpl.saveAddress(Address)",1,1,1,1
"org.broadleafcommerce.profile.core.service.AddressServiceImpl.setMustValidateAddresses(boolean)",1,1,1,1
"org.broadleafcommerce.profile.core.service.AddressServiceImpl.verifyAddress(Address)",9,8,13,10
"org.broadleafcommerce.profile.core.service.ChallengeQuestionServiceImpl.readChallengeQuestionById(long)",1,1,1,1
"org.broadleafcommerce.profile.core.service.ChallengeQuestionServiceImpl.readChallengeQuestions()",1,1,1,1
"org.broadleafcommerce.profile.core.service.CountryServiceImpl.findCountries()",1,1,1,1
